
                                      ARENA Simulation Results
                                      Jacob - License: STUDENT

                                  Summary for Replication 1 of 20

Project: Unnamed Project                                             Run execution date :12/10/2015
Analyst: Jacob                                                       Model revision date:12/10/2015

Replication ended at time      : 180.0 Minutes 
Base Time Units: Minutes

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations
Table 9.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 9.Utilization                         .35449     (Insuf)    .00000     1.0000     1.0000    
Barista.NumberBusy                          .52247     (Insuf)    .00000     1.0000     1.0000    
Barista.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Barista.Utilization                         .52247     (Insuf)    .00000     1.0000     1.0000    
Table 20.NumberBusy                         .40246     (Insuf)    .00000     1.0000     .00000    
Table 20.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 20.Utilization                        .40246     (Insuf)    .00000     1.0000     .00000    
Table 21.NumberBusy                         .17167     (Insuf)    .00000     1.0000     .00000    
Table 21.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 21.Utilization                        .17167     (Insuf)    .00000     1.0000     .00000    
Table 22.NumberBusy                         .22905     (Insuf)    .00000     1.0000     .00000    
Table 22.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 22.Utilization                        .22905     (Insuf)    .00000     1.0000     .00000    
Table 23.NumberBusy                         .23671     (Insuf)    .00000     1.0000     .00000    
Table 23.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 23.Utilization                        .23671     (Insuf)    .00000     1.0000     .00000    
Table 24.NumberBusy                         .35337     (Insuf)    .00000     1.0000     1.0000    
Table 24.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 24.Utilization                        .35337     (Insuf)    .00000     1.0000     1.0000    
Table 25.NumberBusy                         .43383     (Insuf)    .00000     1.0000     .00000    
Table 25.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 25.Utilization                        .43383     (Insuf)    .00000     1.0000     .00000    
Table 26.NumberBusy                         .14972     (Insuf)    .00000     1.0000     .00000    
Table 26.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 26.Utilization                        .14972     (Insuf)    .00000     1.0000     .00000    
Table 27.NumberBusy                         .21250     (Insuf)    .00000     1.0000     .00000    
Table 27.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 27.Utilization                        .21250     (Insuf)    .00000     1.0000     .00000    
Table 28.NumberBusy                         .20887     (Insuf)    .00000     1.0000     .00000    
Table 28.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 28.Utilization                        .20887     (Insuf)    .00000     1.0000     .00000    
Table 29.NumberBusy                         .28533     (Insuf)    .00000     1.0000     1.0000    
Table 29.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 29.Utilization                        .28533     (Insuf)    .00000     1.0000     1.0000    
Table 30.NumberBusy                         .18417     (Insuf)    .00000     1.0000     .00000    
Table 30.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 30.Utilization                        .18417     (Insuf)    .00000     1.0000     .00000    
Table 31.NumberBusy                         .27294     (Insuf)    .00000     1.0000     .00000    
Table 31.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 31.Utilization                        .27294     (Insuf)    .00000     1.0000     .00000    
Table 32.NumberBusy                         .29132     (Insuf)    .00000     1.0000     1.0000    
Table 32.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 32.Utilization                        .29132     (Insuf)    .00000     1.0000     1.0000    
Table 33.NumberBusy                         .21401     (Insuf)    .00000     1.0000     .00000    
Table 33.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 33.Utilization                        .21401     (Insuf)    .00000     1.0000     .00000    
Table 34.NumberBusy                         .22272     (Insuf)    .00000     1.0000     .00000    
Table 34.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 34.Utilization                        .22272     (Insuf)    .00000     1.0000     .00000    
Table 35.NumberBusy                         .43905     (Insuf)    .00000     1.0000     .00000    
Table 35.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 35.Utilization                        .43905     (Insuf)    .00000     1.0000     .00000    
Table 36.NumberBusy                         .19711     (Insuf)    .00000     1.0000     .00000    
Table 36.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 36.Utilization                        .19711     (Insuf)    .00000     1.0000     .00000    
Table 37.NumberBusy                         .00000     (Insuf)    .00000     .00000     .00000    
Table 37.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 37.Utilization                        .00000     (Insuf)    .00000     .00000     .00000    
Table 38.NumberBusy                         .31942     (Insuf)    .00000     1.0000     .00000    
Table 38.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 38.Utilization                        .31942     (Insuf)    .00000     1.0000     .00000    
Table 39.NumberBusy                         .66897     (Insuf)    .00000     1.0000     1.0000    
Table 39.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 39.Utilization                        .66897     (Insuf)    .00000     1.0000     1.0000    
Table 40.NumberBusy                         .22046     (Insuf)    .00000     1.0000     .00000    
Table 40.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 40.Utilization                        .22046     (Insuf)    .00000     1.0000     .00000    
Table 41.NumberBusy                         .07651     (Insuf)    .00000     1.0000     .00000    
Table 41.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 41.Utilization                        .07651     (Insuf)    .00000     1.0000     .00000    
Table 42.NumberBusy                         .35706     (Insuf)    .00000     1.0000     .00000    
Table 42.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 42.Utilization                        .35706     (Insuf)    .00000     1.0000     .00000    
Table 43.NumberBusy                         .16225     (Insuf)    .00000     1.0000     .00000    
Table 43.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 43.Utilization                        .16225     (Insuf)    .00000     1.0000     .00000    
Table 44.NumberBusy                         .29016     (Insuf)    .00000     1.0000     .00000    
Table 44.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 44.Utilization                        .29016     (Insuf)    .00000     1.0000     .00000    
Table 45.NumberBusy                         .61072     (Insuf)    .00000     1.0000     .00000    
Table 45.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 45.Utilization                        .61072     (Insuf)    .00000     1.0000     .00000    
Table 46.NumberBusy                         .39547     (Insuf)    .00000     1.0000     1.0000    
Table 46.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 46.Utilization                        .39547     (Insuf)    .00000     1.0000     1.0000    
Table 47.NumberBusy                         .17307     (Insuf)    .00000     1.0000     .00000    
Table 47.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 47.Utilization                        .17307     (Insuf)    .00000     1.0000     .00000    
Table 48.NumberBusy                         .23373     (Insuf)    .00000     1.0000     .00000    
Table 48.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 48.Utilization                        .23373     (Insuf)    .00000     1.0000     .00000    
Table 49.NumberBusy                         .19283     (Insuf)    .00000     1.0000     .00000    
Table 49.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 49.Utilization                        .19283     (Insuf)    .00000     1.0000     .00000    
Table 50.NumberBusy                         .21297     (Insuf)    .00000     1.0000     1.0000    
Table 50.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 50.Utilization                        .21297     (Insuf)    .00000     1.0000     1.0000    
Jacob.NumberBusy                            .18927     (Insuf)    .00000     1.0000     .00000    
Jacob.NumberScheduled                       1.0000     (Insuf)    1.0000     1.0000     1.0000    
Jacob.Utilization                           .18927     (Insuf)    .00000     1.0000     .00000    
Bar Cash.NumberBusy                         .00000     (Insuf)    .00000     .00000     .00000    
Bar Cash.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Bar Cash.Utilization                        .00000     (Insuf)    .00000     .00000     .00000    
Mikki.NumberBusy                            .00000     (Insuf)    .00000     .00000     .00000    
Mikki.NumberScheduled                       1.0000     (Insuf)    1.0000     1.0000     1.0000    
Mikki.Utilization                           .00000     (Insuf)    .00000     .00000     .00000    
Lynice.NumberBusy                           .00000     (Insuf)    .00000     .00000     .00000    
Lynice.NumberScheduled                      1.0000     (Insuf)    1.0000     1.0000     1.0000    
Lynice.Utilization                          .00000     (Insuf)    .00000     .00000     .00000    
Cash Out.Queue.NumberInQueue                .15502     (Insuf)    .00000     2.0000     1.0000    
Dining Process.Queue.NumberInQueue          .00000     (Insuf)    .00000     .00000     .00000    
Food Service Time.Queue.NumberInQueue       .01653     (Insuf)    .00000     2.0000     .00000    
Cash Register.Queue.NumberInQueue           .03631     (Insuf)    .00000     2.0000     .00000    
Special Order.Queue.NumberInQueue           .14743     (Insuf)    .00000     2.0000     .00000    

                                             OUTPUTS

Identifier                                   Value
_____________________________________________________________

Customer.NumberIn                           187.00    
Customer.NumberOut                          166.00    
Gold Fish.NumberIn                          25.000    
Gold Fish.NumberOut                         .00000    
Cook.NumberIn                               72.000    
Cook.NumberOut                              72.000    
Wade.NumberSeized                           71.000    
Wade.ScheduledUtilization                   .22901    
Tommie.NumberSeized                         91.000    
Tommie.ScheduledUtilization                 .20475    
Table 10.NumberSeized                       2.0000    
Table 10.ScheduledUtilization               .30939    
Table 11.NumberSeized                       4.0000    
Table 11.ScheduledUtilization               .58680    
Table 12.NumberSeized                       4.0000    
Table 12.ScheduledUtilization               .51760    
Table 13.NumberSeized                       4.0000    
Table 13.ScheduledUtilization               .82533    
Table 14.NumberSeized                       6.0000    
Table 14.ScheduledUtilization               .71394    
Table 15.NumberSeized                       4.0000    
Table 15.ScheduledUtilization               .57090    
Table 16.NumberSeized                       5.0000    
Table 16.ScheduledUtilization               .39635    
Table 17.NumberSeized                       3.0000    
Table 17.ScheduledUtilization               .37569    
Table 18.NumberSeized                       2.0000    
Table 18.ScheduledUtilization               .16841    
Table 1.NumberSeized                        3.0000    
Table 1.ScheduledUtilization                .43773    
Table 19.NumberSeized                       3.0000    
Table 19.ScheduledUtilization               .28714    
Table 2.NumberSeized                        4.0000    
Table 2.ScheduledUtilization                .22282    
Table 3.NumberSeized                        3.0000    
Table 3.ScheduledUtilization                .52353    
Table 4.NumberSeized                        1.0000    
Table 4.ScheduledUtilization                .43025    
Table 5.NumberSeized                        3.0000    
Table 5.ScheduledUtilization                .32010    
Table 6.NumberSeized                        4.0000    
Table 6.ScheduledUtilization                .38058    
Table 7.NumberSeized                        3.0000    
Table 7.ScheduledUtilization                .52928    
Table 8.NumberSeized                        5.0000    
Table 8.ScheduledUtilization                .38690    
Table 9.NumberSeized                        2.0000    
Table 9.ScheduledUtilization                .35449    
Barista.NumberSeized                        99.000    
Barista.ScheduledUtilization                .52247    
Table 20.NumberSeized                       3.0000    
Table 20.ScheduledUtilization               .40246    
Table 21.NumberSeized                       2.0000    
Table 21.ScheduledUtilization               .17167    
Table 22.NumberSeized                       2.0000    
Table 22.ScheduledUtilization               .22905    
Table 23.NumberSeized                       1.0000    
Table 23.ScheduledUtilization               .23671    
Table 24.NumberSeized                       4.0000    
Table 24.ScheduledUtilization               .35337    
Table 25.NumberSeized                       2.0000    
Table 25.ScheduledUtilization               .43383    
Table 26.NumberSeized                       2.0000    
Table 26.ScheduledUtilization               .14972    
Table 27.NumberSeized                       3.0000    
Table 27.ScheduledUtilization               .21250    
Table 28.NumberSeized                       7.0000    
Table 28.ScheduledUtilization               .20887    
Table 29.NumberSeized                       3.0000    
Table 29.ScheduledUtilization               .28533    
Table 30.NumberSeized                       5.0000    
Table 30.ScheduledUtilization               .18417    
Table 31.NumberSeized                       5.0000    
Table 31.ScheduledUtilization               .27294    
Table 32.NumberSeized                       2.0000    
Table 32.ScheduledUtilization               .29132    
Table 33.NumberSeized                       2.0000    
Table 33.ScheduledUtilization               .21401    
Table 34.NumberSeized                       2.0000    
Table 34.ScheduledUtilization               .22272    
Table 35.NumberSeized                       4.0000    
Table 35.ScheduledUtilization               .43905    
Table 36.NumberSeized                       2.0000    
Table 36.ScheduledUtilization               .19711    
Table 37.NumberSeized                       .00000    
Table 37.ScheduledUtilization               .00000    
Table 38.NumberSeized                       1.0000    
Table 38.ScheduledUtilization               .31942    
Table 39.NumberSeized                       3.0000    
Table 39.ScheduledUtilization               .66897    
Table 40.NumberSeized                       3.0000    
Table 40.ScheduledUtilization               .22046    
Table 41.NumberSeized                       1.0000    
Table 41.ScheduledUtilization               .07651    
Table 42.NumberSeized                       1.0000    
Table 42.ScheduledUtilization               .35706    
Table 43.NumberSeized                       2.0000    
Table 43.ScheduledUtilization               .16225    
Table 44.NumberSeized                       4.0000    
Table 44.ScheduledUtilization               .29016    
Table 45.NumberSeized                       1.0000    
Table 45.ScheduledUtilization               .61072    
Table 46.NumberSeized                       5.0000    
Table 46.ScheduledUtilization               .39547    
Table 47.NumberSeized                       2.0000    
Table 47.ScheduledUtilization               .17307    
Table 48.NumberSeized                       4.0000    
Table 48.ScheduledUtilization               .23373    
Table 49.NumberSeized                       2.0000    
Table 49.ScheduledUtilization               .19283    
Table 50.NumberSeized                       4.0000    
Table 50.ScheduledUtilization               .21297    
Jacob.NumberSeized                          84.000    
Jacob.ScheduledUtilization                  .18927    
Bar Cash.NumberSeized                       .00000    
Bar Cash.ScheduledUtilization               .00000    
Mikki.NumberSeized                          .00000    
Mikki.ScheduledUtilization                  .00000    
Lynice.NumberSeized                         .00000    
Lynice.ScheduledUtilization                 .00000    
System.NumberOut                            238.00    

Beginning replication 7 of 20

                                      ARENA Simulation Results
                                      Jacob - License: STUDENT

                                  Summary for Replication 7 of 20

Project: Unnamed Project                                             Run execution date :12/10/2015
Analyst: Jacob                                                       Model revision date:12/10/2015

Replication ended at time      : 180.0 Minutes 
Base Time Units: Minutes

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations
___________________________________________________________________________________________________

Customer.VATime                             14.956     (Insuf)    .00000     88.751        184    
Customer.NVATime                            .00000     (Insuf)    .00000     .00000        184    
Customer.WaitTime                           .62129     (Insuf)    .00000     3.9102        184    
Customer.TranTime                           3.4440     (Insuf)    1.5000     5.5000        184    
Customer.OtherTime                          .00000     (Insuf)    .00000     .00000        184    
Customer.TotalTime                          19.021     (Insuf)    2.0664     92.751        184    
Gold Fish.VATime                                --         --         --         --          0
Gold Fish.NVATime                               --         --         --         --          0
Gold Fish.WaitTime                              --         --         --         --          0
Gold Fish.TranTime                              --         --         --         --          0
Gold Fish.OtherTime                             --         --         --         --          0
Gold Fish.TotalTime                             --         --         --         --          0
Cook.VATime                                 .02174     (Insuf)    .00000     1.0000         46    
Cook.NVATime                                .00000     (Insuf)    .00000     .00000         46    
Cook.WaitTime                               .00000     (Insuf)    .00000     .00000         46    
Cook.TranTime                               .00000     (Insuf)    .00000     .00000         46    
Cook.OtherTime                              .00000     (Insuf)    .00000     .00000         46    
Cook.TotalTime                              .02174     (Insuf)    .00000     1.0000         46    
Cash Out.Queue.WaitingTime                  .80896     (Insuf)    .00000     3.1599         63    
Dining Process.Queue.WaitingTime            .00000     (Insuf)    .00000     .00000        156    
Food Service Time.Queue.WaitingTime         .02275     (Insuf)    .00000     .58605        178    
Cash Register.Queue.WaitingTime             .05489     (Insuf)    .00000     .43285         60    
Special Order.Queue.WaitingTime             1.0215     (Insuf)    .00000     3.6927         60    

                                     DISCRETE-CHANGE VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Final Value
___________________________________________________________________________________________________

Customer.WIP                                21.046     (Corr)     .00000     38.000     20.000    
Gold Fish.WIP                               22.895     (Insuf)    .00000     25.000     25.000    
Cook.WIP                                    .00556     (Insuf)    .00000     1.0000     .00000    
Wade.NumberBusy                             .20536     (Insuf)    .00000     1.0000     .00000    
Wade.NumberScheduled                        1.0000     (Insuf)    1.0000     1.0000     1.0000    
Wade.Utilization                            .20536     (Insuf)    .00000     1.0000     .00000    
Tommie.NumberBusy                           .21737     (Insuf)    .00000     1.0000     .00000    
Tommie.NumberScheduled                      1.0000     (Insuf)    1.0000     1.0000     1.0000    
Tommie.Utilization                          .21737     (Insuf)    .00000     1.0000     .00000    
Table 10.NumberBusy                         .24773     (Insuf)    .00000     1.0000     1.0000    
Table 10.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 10.Utilization                        .24773     (Insuf)    .00000     1.0000     1.0000    
Table 11.NumberBusy                         .35746     (Insuf)    .00000     1.0000     1.0000    
Table 11.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 11.Utilization                        .35746     (Insuf)    .00000     1.0000     1.0000    
Table 12.NumberBusy                         .18518     (Insuf)    .00000     1.0000     .00000    
Table 12.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 12.Utilization                        .18518     (Insuf)    .00000     1.0000     .00000    
Table 13.NumberBusy                         .15378     (Insuf)    .00000     1.0000     .00000    
Table 13.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 13.Utilization                        .15378     (Insuf)    .00000     1.0000     .00000    
Table 14.NumberBusy                         .14609     (Insuf)    .00000     1.0000     1.0000    
Table 14.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 14.Utilization                        .14609     (Insuf)    .00000     1.0000     1.0000    
Table 15.NumberBusy                         .11502     (Insuf)    .00000     1.0000     1.0000    
Table 15.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 15.Utilization                        .11502     (Insuf)    .00000     1.0000     1.0000    
Table 16.NumberBusy                         .33485     (Insuf)    .00000     1.0000     .00000    
Table 16.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 16.Utilization                        .33485     (Insuf)    .00000     1.0000     .00000    
Table 17.NumberBusy                         .57487     (Insuf)    .00000     1.0000     .00000    
Table 17.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 17.Utilization                        .57487     (Insuf)    .00000     1.0000     .00000    
Table 18.NumberBusy                         .63017     (Insuf)    .00000     1.0000     .00000    
Table 18.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 18.Utilization                        .63017     (Insuf)    .00000     1.0000     .00000    
Table 1.NumberBusy                          .50488     (Insuf)    .00000     1.0000     1.0000    
Table 1.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 1.Utilization                         .50488     (Insuf)    .00000     1.0000     1.0000    
Table 19.NumberBusy                         .37771     (Insuf)    .00000     1.0000     .00000    
Table 19.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 19.Utilization                        .37771     (Insuf)    .00000     1.0000     .00000    
Table 2.NumberBusy                          .15565     (Insuf)    .00000     1.0000     1.0000    
Table 2.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 2.Utilization                         .15565     (Insuf)    .00000     1.0000     1.0000    
Table 3.NumberBusy                          .15189     (Insuf)    .00000     1.0000     1.0000    
Table 3.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 3.Utilization                         .15189     (Insuf)    .00000     1.0000     1.0000    
Table 4.NumberBusy                          .34631     (Insuf)    .00000     1.0000     .00000    
Table 4.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 4.Utilization                         .34631     (Insuf)    .00000     1.0000     .00000    
Table 5.NumberBusy                          .34646     (Insuf)    .00000     1.0000     .00000    
Table 5.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 5.Utilization                         .34646     (Insuf)    .00000     1.0000     .00000    
Table 6.NumberBusy                          .00000     (Insuf)    .00000     .00000     .00000    
Table 6.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 6.Utilization                         .00000     (Insuf)    .00000     .00000     .00000    
Table 7.NumberBusy                          .43927     (Insuf)    .00000     1.0000     .00000    
Table 7.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 7.Utilization                         .43927     (Insuf)    .00000     1.0000     .00000    
Table 8.NumberBusy                          .13713     (Insuf)    .00000     1.0000     .00000    
Table 8.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 8.Utilization                         .13713     (Insuf)    .00000     1.0000     .00000    
Table 9.NumberBusy                          .16550     (Insuf)    .00000     1.0000     .00000    
Table 9.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 9.Utilization                         .16550     (Insuf)    .00000     1.0000     .00000    
Barista.NumberBusy                          .68365     (Insuf)    .00000     1.0000     .00000    
Barista.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Barista.Utilization                         .68365     (Insuf)    .00000     1.0000     .00000    
Table 20.NumberBusy                         .39498     (Insuf)    .00000     1.0000     1.0000    
Table 20.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 20.Utilization                        .39498     (Insuf)    .00000     1.0000     1.0000    
Table 21.NumberBusy                         .51299     (Insuf)    .00000     1.0000     1.0000    
Table 21.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 21.Utilization                        .51299     (Insuf)    .00000     1.0000     1.0000    
Table 22.NumberBusy                         .24894     (Insuf)    .00000     1.0000     1.0000    
Table 22.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 22.Utilization                        .24894     (Insuf)    .00000     1.0000     1.0000    
Table 23.NumberBusy                         .46117     (Insuf)    .00000     1.0000     .00000    
Table 23.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 23.Utilization                        .46117     (Insuf)    .00000     1.0000     .00000    
Table 24.NumberBusy                         .22519     (Insuf)    .00000     1.0000     .00000    
Table 24.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 24.Utilization                        .22519     (Insuf)    .00000     1.0000     .00000    
Table 25.NumberBusy                         .36671     (Insuf)    .00000     1.0000     1.0000    
Table 25.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 25.Utilization                        .36671     (Insuf)    .00000     1.0000     1.0000    
Table 26.NumberBusy                         .22524     (Insuf)    .00000     1.0000     .00000    
Table 26.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 26.Utilization                        .22524     (Insuf)    .00000     1.0000     .00000    
Table 27.NumberBusy                         .14488     (Insuf)    .00000     1.0000     .00000    
Table 27.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 27.Utilization                        .14488     (Insuf)    .00000     1.0000     .00000    
Table 28.NumberBusy                         .26241     (Insuf)    .00000     1.0000     .00000    
Table 28.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 28.Utilization                        .26241     (Insuf)    .00000     1.0000     .00000    
Table 29.NumberBusy                         .75215     (Insuf)    .00000     1.0000     1.0000    
Table 29.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 29.Utilization                        .75215     (Insuf)    .00000     1.0000     1.0000    
Table 30.NumberBusy                         .37826     (Insuf)    .00000     1.0000     .00000    
Table 30.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 30.Utilization                        .37826     (Insuf)    .00000     1.0000     .00000    
Table 31.NumberBusy                         .18253     (Insuf)    .00000     1.0000     .00000    
Table 31.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 31.Utilization                        .18253     (Insuf)    .00000     1.0000     .00000    
Table 32.NumberBusy                         .12737     (Insuf)    .00000     1.0000     .00000    
Table 32.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 32.Utilization                        .12737     (Insuf)    .00000     1.0000     .00000    
Table 33.NumberBusy                         .14186     (Insuf)    .00000     1.0000     .00000    
Table 33.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 33.Utilization                        .14186     (Insuf)    .00000     1.0000     .00000    
Table 34.NumberBusy                         .02833     (Insuf)    .00000     1.0000     .00000    
Table 34.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 34.Utilization                        .02833     (Insuf)    .00000     1.0000     .00000    
Table 35.NumberBusy                         .58175     (Insuf)    .00000     1.0000     .00000    
Table 35.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 35.Utilization                        .58175     (Insuf)    .00000     1.0000     .00000    
Table 36.NumberBusy                         .51565     (Insuf)    .00000     1.0000     1.0000    
Table 36.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 36.Utilization                        .51565     (Insuf)    .00000     1.0000     1.0000    
Table 37.NumberBusy                         .46303     (Insuf)    .00000     1.0000     .00000    
Table 37.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 37.Utilization                        .46303     (Insuf)    .00000     1.0000     .00000    
Table 38.NumberBusy                         .39727     (Insuf)    .00000     1.0000     1.0000    
Table 38.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 38.Utilization                        .39727     (Insuf)    .00000     1.0000     1.0000    
Table 39.NumberBusy                         .28609     (Insuf)    .00000     1.0000     .00000    
Table 39.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 39.Utilization                        .28609     (Insuf)    .00000     1.0000     .00000    
Table 40.NumberBusy                         .31605     (Insuf)    .00000     1.0000     .00000    
Table 40.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 40.Utilization                        .31605     (Insuf)    .00000     1.0000     .00000    
Table 41.NumberBusy                         .13737     (Insuf)    .00000     1.0000     .00000    
Table 41.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 41.Utilization                        .13737     (Insuf)    .00000     1.0000     .00000    
Table 42.NumberBusy                         .20439     (Insuf)    .00000     1.0000     .00000    
Table 42.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 42.Utilization                        .20439     (Insuf)    .00000     1.0000     .00000    
Table 43.NumberBusy                         .22496     (Insuf)    .00000     1.0000     .00000    
Table 43.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 43.Utilization                        .22496     (Insuf)    .00000     1.0000     .00000    
Table 44.NumberBusy                         .47284     (Insuf)    .00000     1.0000     .00000    
Table 44.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 44.Utilization                        .47284     (Insuf)    .00000     1.0000     .00000    
Table 45.NumberBusy                         .15262     (Insuf)    .00000     1.0000     .00000    
Table 45.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 45.Utilization                        .15262     (Insuf)    .00000     1.0000     .00000    
Table 46.NumberBusy                         .32429     (Insuf)    .00000     1.0000     .00000    
Table 46.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 46.Utilization                        .32429     (Insuf)    .00000     1.0000     .00000    
Table 47.NumberBusy                         .53078     (Insuf)    .00000     1.0000     .00000    
Table 47.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 47.Utilization                        .53078     (Insuf)    .00000     1.0000     .00000    
Table 48.NumberBusy                         .24700     (Insuf)    .00000     1.0000     .00000    
