SIMAN Run Controller.

10047.04 Seconds>
                                      ARENA Simulation Results
                                      Jacob - License: STUDENT

                                  Summary for Replication 1 of 20

Project: Unnamed Project                                             Run execution date : 2/19/2015
Analyst: Jacob                                                       Model revision date: 2/19/2015

Replication ended at time      : 10800.0 Seconds 
Base Time Units: Seconds

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations
Table 8.NumberBusy                          .13463     (Insuf)    .00000     1.0000     1.0000    
Table 8.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 8.Utilization                         .13463     (Insuf)    .00000     1.0000     1.0000    
Table 9.NumberBusy                          .48743     (Insuf)    .00000     1.0000     1.0000    
Table 9.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 9.Utilization                         .48743     (Insuf)    .00000     1.0000     1.0000    
Barista.NumberBusy                          .51488     (Insuf)    .00000     1.0000     .00000    
Barista.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Barista.Utilization                         .51488     (Insuf)    .00000     1.0000     .00000    
Table 20.NumberBusy                         .39329     (Insuf)    .00000     1.0000     1.0000    
Table 20.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 20.Utilization                        .39329     (Insuf)    .00000     1.0000     1.0000    
Table 21.NumberBusy                         .25257     (Insuf)    .00000     1.0000     1.0000    
Table 21.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 21.Utilization                        .25257     (Insuf)    .00000     1.0000     1.0000    
Table 22.NumberBusy                         .73109     (Insuf)    .00000     1.0000     1.0000    
Table 22.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 22.Utilization                        .73109     (Insuf)    .00000     1.0000     1.0000    
Table 23.NumberBusy                         .36236     (Insuf)    .00000     1.0000     1.0000    
Table 23.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 23.Utilization                        .36236     (Insuf)    .00000     1.0000     1.0000    
Table 24.NumberBusy                         .20303     (Insuf)    .00000     1.0000     1.0000    
Table 24.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 24.Utilization                        .20303     (Insuf)    .00000     1.0000     1.0000    
Table 25.NumberBusy                         .00000     (Insuf)    .00000     .00000     .00000    
Table 25.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 25.Utilization                        .00000     (Insuf)    .00000     .00000     .00000    
Table 26.NumberBusy                         .47482     (Insuf)    .00000     1.0000     1.0000    
Table 26.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 26.Utilization                        .47482     (Insuf)    .00000     1.0000     1.0000    
Table 27.NumberBusy                         .00000     (Insuf)    .00000     .00000     .00000    
Table 27.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 27.Utilization                        .00000     (Insuf)    .00000     .00000     .00000    
Table 28.NumberBusy                         .00000     (Insuf)    .00000     .00000     .00000    
Table 28.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 28.Utilization                        .00000     (Insuf)    .00000     .00000     .00000    
Table 29.NumberBusy                         .00000     (Insuf)    .00000     .00000     .00000    
Table 29.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 29.Utilization                        .00000     (Insuf)    .00000     .00000     .00000    
Table 30.NumberBusy                         .00000     (Insuf)    .00000     .00000     .00000    
Table 30.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 30.Utilization                        .00000     (Insuf)    .00000     .00000     .00000    
Table 31.NumberBusy                         .00000     (Insuf)    .00000     .00000     .00000    
Table 31.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 31.Utilization                        .00000     (Insuf)    .00000     .00000     .00000    
Table 32.NumberBusy                         .42987     (Insuf)    .00000     1.0000     1.0000    
Table 32.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 32.Utilization                        .42987     (Insuf)    .00000     1.0000     1.0000    
Table 33.NumberBusy                         .10932     (Insuf)    .00000     1.0000     1.0000    
Table 33.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 33.Utilization                        .10932     (Insuf)    .00000     1.0000     1.0000    
Table 34.NumberBusy                         .00000     (Insuf)    .00000     .00000     .00000    
Table 34.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 34.Utilization                        .00000     (Insuf)    .00000     .00000     .00000    
Table 35.NumberBusy                         .22448     (Insuf)    .00000     1.0000     1.0000    
Table 35.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 35.Utilization                        .22448     (Insuf)    .00000     1.0000     1.0000    
Table 36.NumberBusy                         .00000     (Insuf)    .00000     .00000     .00000    
Table 36.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 36.Utilization                        .00000     (Insuf)    .00000     .00000     .00000    
Table 37.NumberBusy                         .04351     (Insuf)    .00000     1.0000     .00000    
Table 37.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 37.Utilization                        .04351     (Insuf)    .00000     1.0000     .00000    
Table 38.NumberBusy                         .00000     (Insuf)    .00000     .00000     .00000    
Table 38.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 38.Utilization                        .00000     (Insuf)    .00000     .00000     .00000    
Table 39.NumberBusy                         .00000     (Insuf)    .00000     .00000     .00000    
Table 39.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 39.Utilization                        .00000     (Insuf)    .00000     .00000     .00000    
Table 40.NumberBusy                         .04452     (Insuf)    .00000     1.0000     .00000    
Table 40.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 40.Utilization                        .04452     (Insuf)    .00000     1.0000     .00000    
Table 41.NumberBusy                         .00000     (Insuf)    .00000     .00000     .00000    
Table 41.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 41.Utilization                        .00000     (Insuf)    .00000     .00000     .00000    
Table 42.NumberBusy                         .55635     (Insuf)    .00000     1.0000     1.0000    
Table 42.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 42.Utilization                        .55635     (Insuf)    .00000     1.0000     1.0000    
Table 43.NumberBusy                         .00000     (Insuf)    .00000     .00000     .00000    
Table 43.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 43.Utilization                        .00000     (Insuf)    .00000     .00000     .00000    
Table 44.NumberBusy                         .48897     (Insuf)    .00000     1.0000     .00000    
Table 44.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 44.Utilization                        .48897     (Insuf)    .00000     1.0000     .00000    
Table 45.NumberBusy                         .00000     (Insuf)    .00000     .00000     .00000    
Table 45.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 45.Utilization                        .00000     (Insuf)    .00000     .00000     .00000    
Table 46.NumberBusy                         .25315     (Insuf)    .00000     1.0000     .00000    
Table 46.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 46.Utilization                        .25315     (Insuf)    .00000     1.0000     .00000    
Table 47.NumberBusy                         .84016     (Insuf)    .00000     1.0000     1.0000    
Table 47.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 47.Utilization                        .84016     (Insuf)    .00000     1.0000     1.0000    
Table 48.NumberBusy                         .62101     (Insuf)    .00000     1.0000     1.0000    
Table 48.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 48.Utilization                        .62101     (Insuf)    .00000     1.0000     1.0000    
Table 49.NumberBusy                         .33671     (Insuf)    .00000     1.0000     .00000    
Table 49.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 49.Utilization                        .33671     (Insuf)    .00000     1.0000     .00000    
Table 50.NumberBusy                         .00000     (Insuf)    .00000     .00000     .00000    
Table 50.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 50.Utilization                        .00000     (Insuf)    .00000     .00000     .00000    
Jacob.NumberBusy                            .18978     (Insuf)    .00000     1.0000     1.0000    
Jacob.NumberScheduled                       1.0000     (Insuf)    1.0000     1.0000     1.0000    
Jacob.Utilization                           .18978     (Insuf)    .00000     1.0000     1.0000    
Bar Cash.NumberBusy                         .00000     (Insuf)    .00000     .00000     .00000    
Bar Cash.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Bar Cash.Utilization                        .00000     (Insuf)    .00000     .00000     .00000    
Mikki.NumberBusy                            .00000     (Insuf)    .00000     .00000     .00000    
Mikki.NumberScheduled                       1.0000     (Insuf)    1.0000     1.0000     1.0000    
Mikki.Utilization                           .00000     (Insuf)    .00000     .00000     .00000    
Lynice.NumberBusy                           .00000     (Insuf)    .00000     .00000     .00000    
Lynice.NumberScheduled                      1.0000     (Insuf)    1.0000     1.0000     1.0000    
Lynice.Utilization                          .00000     (Insuf)    .00000     .00000     .00000    
Cash Out.Queue.NumberInQueue                .48201     (Insuf)    .00000     4.0000     .00000    
Dining Process.Queue.NumberInQueue          .00000     (Insuf)    .00000     .00000     .00000    
Food Service Time.Queue.NumberInQueue       .10305     (Insuf)    .00000     3.0000     .00000    
Cash Register.Queue.NumberInQueue           .01469     (Insuf)    .00000     1.0000     .00000    
Special Order.Queue.NumberInQueue           .11120     (Insuf)    .00000     2.0000     .00000    

                                             OUTPUTS

Identifier                                   Value
_____________________________________________________________

Customer.NumberIn                           44.000    
Customer.NumberOut                          23.000    
Gold Fish.NumberIn                          25.000    
Gold Fish.NumberOut                         .00000    
Cook.NumberIn                               53.000    
Cook.NumberOut                              53.000    
Wade.NumberSeized                           15.000    
Wade.ScheduledUtilization                   .21419    
Tommie.NumberSeized                         25.000    
Tommie.ScheduledUtilization                 .23749    
Table 10.NumberSeized                       .00000    
Table 10.ScheduledUtilization               .00000    
Table 11.NumberSeized                       .00000    
Table 11.ScheduledUtilization               .00000    
Table 12.NumberSeized                       .00000    
Table 12.ScheduledUtilization               .00000    
Table 13.NumberSeized                       1.0000    
Table 13.ScheduledUtilization               .21143    
Table 14.NumberSeized                       .00000    
Table 14.ScheduledUtilization               .00000    
Table 15.NumberSeized                       1.0000    
Table 15.ScheduledUtilization               .12317    
Table 16.NumberSeized                       1.0000    
Table 16.ScheduledUtilization               .28588    
Table 17.NumberSeized                       1.0000    
Table 17.ScheduledUtilization               .38755    
Table 18.NumberSeized                       2.0000    
Table 18.ScheduledUtilization               .23590    
Table 1.NumberSeized                        1.0000    
Table 1.ScheduledUtilization                .34036    
Table 19.NumberSeized                       1.0000    
Table 19.ScheduledUtilization               .06607    
Table 2.NumberSeized                        1.0000    
Table 2.ScheduledUtilization                .50009    
Table 3.NumberSeized                        .00000    
Table 3.ScheduledUtilization                .00000    
Table 4.NumberSeized                        1.0000    
Table 4.ScheduledUtilization                .14259    
Table 5.NumberSeized                        2.0000    
Table 5.ScheduledUtilization                .16149    
Table 6.NumberSeized                        1.0000    
Table 6.ScheduledUtilization                .39118    
Table 7.NumberSeized                        1.0000    
Table 7.ScheduledUtilization                .53438    
Table 8.NumberSeized                        2.0000    
Table 8.ScheduledUtilization                .13463    
Table 9.NumberSeized                        1.0000    
Table 9.ScheduledUtilization                .48743    
Barista.NumberSeized                        27.000    
Barista.ScheduledUtilization                .51488    
Table 20.NumberSeized                       1.0000    
Table 20.ScheduledUtilization               .39329    
Table 21.NumberSeized                       1.0000    
Table 21.ScheduledUtilization               .25257    
Table 22.NumberSeized                       2.0000    
Table 22.ScheduledUtilization               .73109    
Table 23.NumberSeized                       1.0000    
Table 23.ScheduledUtilization               .36236    
Table 24.NumberSeized                       1.0000    
Table 24.ScheduledUtilization               .20303    
Table 25.NumberSeized                       .00000    
Table 25.ScheduledUtilization               .00000    
Table 26.NumberSeized                       1.0000    
Table 26.ScheduledUtilization               .47482    
Table 27.NumberSeized                       .00000    
Table 27.ScheduledUtilization               .00000    
Table 28.NumberSeized                       .00000    
Table 28.ScheduledUtilization               .00000    
Table 29.NumberSeized                       .00000    
Table 29.ScheduledUtilization               .00000    
Table 30.NumberSeized                       .00000    
Table 30.ScheduledUtilization               .00000    
Table 31.NumberSeized                       .00000    
Table 31.ScheduledUtilization               .00000    
Table 32.NumberSeized                       2.0000    
Table 32.ScheduledUtilization               .42987    
Table 33.NumberSeized                       1.0000    
Table 33.ScheduledUtilization               .10932    
Table 34.NumberSeized                       .00000    
Table 34.ScheduledUtilization               .00000    
Table 35.NumberSeized                       1.0000    
Table 35.ScheduledUtilization               .22448    
Table 36.NumberSeized                       .00000    
Table 36.ScheduledUtilization               .00000    
Table 37.NumberSeized                       1.0000    
Table 37.ScheduledUtilization               .04351    
Table 38.NumberSeized                       .00000    
Table 38.ScheduledUtilization               .00000    
Table 39.NumberSeized                       .00000    
Table 39.ScheduledUtilization               .00000    
Table 40.NumberSeized                       1.0000    
Table 40.ScheduledUtilization               .04452    
Table 41.NumberSeized                       .00000    
Table 41.ScheduledUtilization               .00000    
Table 42.NumberSeized                       1.0000    
Table 42.ScheduledUtilization               .55635    
Table 43.NumberSeized                       .00000    
Table 43.ScheduledUtilization               .00000    
Table 44.NumberSeized                       1.0000    
Table 44.ScheduledUtilization               .48897    
Table 45.NumberSeized                       .00000    
Table 45.ScheduledUtilization               .00000    
Table 46.NumberSeized                       1.0000    
Table 46.ScheduledUtilization               .25315    
Table 47.NumberSeized                       1.0000    
Table 47.ScheduledUtilization               .84016    
Table 48.NumberSeized                       1.0000    
Table 48.ScheduledUtilization               .62101    
Table 49.NumberSeized                       1.0000    
Table 49.ScheduledUtilization               .33671    
Table 50.NumberSeized                       .00000    
Table 50.ScheduledUtilization               .00000    
Jacob.NumberSeized                          18.000    
Jacob.ScheduledUtilization                  .18978    
Bar Cash.NumberSeized                       .00000    
Bar Cash.ScheduledUtilization               .00000    
Mikki.NumberSeized                          .00000    
Mikki.ScheduledUtilization                  .00000    
Lynice.NumberSeized                         .00000    
Lynice.ScheduledUtilization                 .00000    
System.NumberOut                            76.000    

